"","id","order","afr","dob","aoc","absw95","absw98","absw00","absw02","absw04","absw06","absw10","age_absw95","age_absw98","age_absw00","age_absw02","age_absw04","age_absw06","age_absw10"
"458",12116,1448,NA,2000,10,NA,NA,1117.74,NA,NA,NA,NA,NA,NA,0,2,4,6,10
"459",26902,3079,15.9166666666667,1982,NA,NA,NA,NA,1022.92,1331.89,NA,NA,13,16,18,20,22,24,28
"460",1118,3171,NA,1999,11,NA,NA,60.44,383.06,492.57,549.74,NA,NA,NA,1,3,5,7,11
"461",6407,1577,NA,1991,19,NA,NA,130.03,NA,NA,NA,NA,4,7,9,11,13,15,19
"462",4612,3693,NA,1987,23,NA,372.01,NA,NA,NA,NA,NA,8,11,13,15,17,19,23
"463",13913,1732,NA,1993,17,NA,NA,1049.86,NA,NA,2010.43,NA,2,5,7,9,11,13,17
"464",202,603,18,1980,NA,74.1,NA,NA,NA,NA,NA,NA,15,18,20,22,24,26,30
"465",206,25,NA,1988,22,74.1,NA,NA,NA,NA,NA,NA,7,10,12,14,16,18,22
"466",12910,1596,NA,1992,18,35.1,84.19,178.39,NA,NA,NA,NA,3,6,8,10,12,14,18
"467",13917,1735,NA,1997,13,NA,NA,NA,1263.67,NA,NA,NA,NA,1,3,5,7,9,13
"468",16109,2091,NA,1999,11,NA,NA,60.44,NA,NA,NA,NA,NA,NA,1,3,5,7,11
"469",14005,1751,21.2722222222222,1979,NA,89.7,138.01,126.31,841.02,NA,NA,NA,16,19,21,23,25,27,31
"470",4413,594,17.5,1993,NA,NA,NA,339.44,NA,NA,NA,NA,2,5,7,9,11,13,17
"471",22103,3394,17.5444444444444,1988,NA,NA,474.56,238.35,70.62,NA,633.15,NA,7,10,12,14,16,18,22
"472",1307,3067,20.6944444444444,1980,NA,261.95,538.93,NA,77.04,NA,NA,NA,15,18,20,22,24,26,30
"473",4616,3697,NA,1999,11,NA,NA,418.18,231.12,NA,NA,NA,NA,NA,1,3,5,7,11
"474",27502,3138,19.3333333333333,1977,NA,NA,NA,NA,70.62,NA,NA,NA,18,21,23,25,27,29,33
"475",5423,3239,NA,1992,18,NA,NA,60.44,NA,NA,NA,NA,3,6,8,10,12,14,18
"476",5504,695,NA,1994,16,35.1,NA,110.66,NA,NA,NA,NA,1,4,6,8,10,12,16
"477",15903,2045,19.25,1988,NA,NA,130.21,225.53,502.9,675.7,594.7,NA,7,10,12,14,16,18,22
"478",32901,3548,16.7055555555556,1980,NA,NA,NA,NA,NA,84.23,99.87,NA,15,18,20,22,24,26,30
"479",15907,2048,NA,1998,12,NA,130.21,225.53,502.9,675.7,594.7,NA,NA,0,2,4,6,8,12
"480",5805,744,18.0888888888889,1983,NA,40.95,200.41,60.44,395.9,639.13,NA,NA,12,15,17,19,21,23,27
"481",33701,3656,NA,1997,13,NA,NA,NA,NA,NA,382.94,NA,NA,1,3,5,7,9,13
"482",2003,291,NA,1982,28,181.35,NA,NA,NA,NA,NA,NA,13,16,18,20,22,24,28
"483",19106,2405,NA,1974,36,588.9,110.71,NA,NA,NA,NA,NA,21,24,26,28,30,32,36
"484",32402,3769,NA,2001,9,NA,NA,NA,NA,440.11,NA,NA,NA,NA,NA,1,3,5,9
"485",2826,390,NA,2000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,6,10
"486",16215,2103,18,1978,NA,NA,106.03,NA,NA,NA,NA,NA,17,20,22,24,26,28,32
"487",11108,1284,20,1983,NA,35.1,NA,NA,NA,NA,NA,NA,12,15,17,19,21,23,27
"488",11607,3790,NA,1993,17,35.1,54.55,60.44,79.18,84.23,584.47,NA,2,5,7,9,11,13,17
"489",6921,869,17.8388888888889,1985,NA,NA,NA,NA,NA,152.42,NA,NA,10,13,15,17,19,21,25
"490",105,3,18.7027777777778,1982,NA,545.35,517.87,529.16,945.88,NA,NA,NA,13,16,18,20,22,24,28
"491",117,13,NA,2001,9,NA,NA,NA,945.88,NA,NA,NA,NA,NA,NA,1,3,5,9
"492",36602,3892,NA,1986,24,NA,NA,NA,NA,NA,NA,NA,9,12,14,16,18,20,24
"493",18302,1871,18.3333333333333,1978,NA,NA,54.55,60.44,70.62,NA,NA,NA,17,20,22,24,26,28,32
"494",10610,1234,20.0777777777778,1981,NA,98.8,NA,NA,NA,NA,NA,NA,14,17,19,21,23,25,29
"495",20002,2487,23,1976,NA,NA,49.09,64.16,83.46,324.56,137.41,NA,19,22,24,26,28,30,34
"496",1903,274,16.3361111111111,1983,NA,625.95,901.51,NA,NA,NA,NA,NA,12,15,17,19,21,23,27
"497",10005,1163,NA,1997,13,NA,49.09,NA,NA,NA,NA,NA,NA,1,3,5,7,9,13
"498",10911,2825,21.6361111111111,1985,NA,35.1,NA,NA,NA,NA,NA,NA,10,13,15,17,19,21,25
"499",18502,2374,17.2666666666667,1978,NA,NA,965.04,NA,NA,NA,NA,NA,17,20,22,24,26,28,32
"500",21805,2641,16.25,1994,NA,NA,132.94,87.75,NA,NA,212.46,NA,1,4,6,8,10,12,16
"501",703,124,22.6527777777778,1981,NA,369.2,701.95,665.12,1611.42,2057.38,NA,NA,14,17,19,21,23,25,29
"502",29003,1532,NA,1993,17,NA,NA,NA,898.8,329.52,NA,NA,2,5,7,9,11,13,17
"503",19002,2559,20.075,1975,NA,35.1,244.73,67.88,70.62,NA,NA,NA,20,23,25,27,29,31,35
"504",10512,1335,16.7722222222222,1995,NA,NA,NA,83.32,NA,NA,NA,NA,0,3,5,7,9,11,15
"505",20901,1307,NA,1953,57,NA,169.85,209.23,70.62,NA,NA,NA,42,45,47,49,51,53,57
"506",10616,1241,14,1984,NA,NA,NA,NA,792.87,NA,NA,NA,11,14,16,18,20,22,26
"507",21210,2579,NA,1985,25,NA,57.28,238.35,70.62,NA,NA,NA,10,13,15,17,19,21,25
"508",5905,2279,NA,1981,29,107.25,84.19,NA,NA,NA,NA,NA,14,17,19,21,23,25,29
"509",12906,1594,22.5,1978,NA,35.1,84.19,178.39,74.9,294.8,NA,NA,17,20,22,24,26,28,32
"510",26005,3031,20,1981,NA,NA,NA,60.44,NA,NA,NA,NA,14,17,19,21,23,25,29
"511",13305,1654,16.0833333333333,1986,NA,44.85,90.04,132.98,331.7,NA,NA,NA,9,12,14,16,18,20,24
"512",23902,2817,16.0833333333333,1983,NA,NA,NA,209.23,70.62,NA,NA,NA,12,15,17,19,21,23,27
"513",28803,3219,18,1980,NA,NA,NA,NA,226.84,NA,NA,NA,15,18,20,22,24,26,30
"514",28815,3224,NA,1995,15,NA,NA,NA,226.84,NA,NA,NA,0,3,5,7,9,11,15
"515",7107,3126,21.0277777777778,1983,NA,171.6,54.55,318.98,195.81,91.67,NA,NA,12,15,17,19,21,23,27
"516",305,45,16.9222222222222,1985,NA,35.1,326.38,281.13,NA,NA,NA,NA,10,13,15,17,19,21,25
"517",18803,2380,NA,1994,16,44.85,NA,NA,NA,NA,NA,NA,1,4,6,8,10,12,16
"518",16214,1676,NA,1997,13,NA,106.03,60.44,70.62,NA,NA,NA,NA,1,3,5,7,9,13
"519",7106,887,20,1978,NA,171.6,54.55,NA,NA,NA,NA,NA,17,20,22,24,26,28,32
"520",7810,952,NA,1998,12,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,6,8,12
"521",12112,1444,NA,1988,22,285.35,NA,NA,NA,NA,NA,NA,7,10,12,14,16,18,22
"522",25902,3024,NA,1945,65,NA,NA,164.6,74.9,NA,NA,NA,50,53,55,57,59,61,65
"523",7603,936,NA,1982,28,309.4,NA,NA,NA,NA,NA,NA,13,16,18,20,22,24,28
"524",26802,3074,28.8166666666667,1970,NA,NA,NA,NA,70.62,NA,NA,NA,25,28,30,32,34,36,40
"525",13203,1644,NA,1995,15,35.1,120.85,NA,NA,NA,NA,NA,0,3,5,7,9,11,15
"526",25802,3010,NA,1970,40,NA,NA,212.95,NA,NA,NA,NA,25,28,30,32,34,36,40
"527",20702,2556,NA,1977,33,NA,247.85,NA,NA,NA,NA,NA,18,21,23,25,27,29,33
"528",14302,1809,25,1970,NA,96.2,131.77,165.22,NA,NA,NA,NA,25,28,30,32,34,36,40
"529",15324,1942,18.4305555555556,1982,NA,NA,NA,79.04,NA,NA,NA,NA,13,16,18,20,22,24,28
"530",14604,3408,NA,1985,25,35.1,NA,NA,NA,NA,NA,NA,10,13,15,17,19,21,25
"531",5804,743,18.7777777777778,1977,NA,40.95,200.41,60.44,395.9,NA,NA,NA,18,21,23,25,27,29,33
"532",8605,4624,NA,1957,53,NA,NA,NA,NA,NA,NA,NA,38,41,43,45,47,49,53
"533",2603,335,19,1978,NA,144.3,NA,NA,NA,NA,NA,NA,17,20,22,24,26,28,32
"534",1402,199,NA,1965,45,235.3,167.26,NA,NA,NA,NA,NA,30,33,35,37,39,41,45
"535",5424,3240,NA,1994,16,NA,NA,60.44,NA,NA,NA,NA,1,4,6,8,10,12,16
"536",24205,2856,NA,1980,30,NA,NA,NA,NA,437.4,NA,NA,15,18,20,22,24,26,30
"537",10611,1235,17.3361111111111,1989,NA,98.8,295.57,NA,NA,NA,NA,NA,6,9,11,13,15,17,21
"538",19402,905,19.7166666666667,1992,NA,NA,49.09,NA,NA,NA,NA,NA,3,6,8,10,12,14,18
"539",17607,2255,NA,1994,16,NA,57.28,NA,NA,NA,NA,NA,1,4,6,8,10,12,16
"540",19006,2393,NA,1995,15,NA,NA,283.81,NA,NA,NA,NA,0,3,5,7,9,11,15
